Perusahaan,Produk,Kalori,Kalori dari Lemak,Total Lemak,Lemak Jenuh (g),Lemak tak Jenuh (g),Kolestrol (mg),Sodium (mg),Karbohidrat (g),Serat (g),Gula (g),Protein (g),WW Poin
Raja Burger,Chicken Nuggets- 4pc,170.0,100.0,11.0,1.5,0.0,25.0,310.0,11.0,1.0,0.0,8.0,164.0
Raja Burger,Chicken Nuggets- 6pc,260.0,150.0,16.0,2.5,0.0,35.0,470.0,16.0,1.0,0.0,12.0,251.0
Raja Burger,Hamburger,240.0,90.0,10.0,3.5,0.5,35.0,380.0,26.0,1.0,6.0,13.0,237.0
Raja Burger,Cheeseburger,280.0,120.0,13.0,6.0,0.5,45.0,560.0,27.0,1.0,7.0,15.0,278.0
Raja Burger,Mott’s® Natural Applesauce,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,11.0,0.0,61.0
Raja Burger,Fat FREE Milk (8 fl oz),90.0,0.0,0.0,0.0,0.0,5.0,125.0,13.0,0.0,12.0,9.0,93.0
Raja Burger,1% Low Fat Chocolate Milk (8 fl oz),160.0,25.0,2.5,1.5,0.0,15.0,150.0,26.0,0.0,25.0,8.0,179.0
Raja Burger,Capri Sun® 100% Apple Juice (6 fl oz),80.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,20.0,0.0,100.0
Raja Burger,PB&J Jamwich,300.0,140.0,16.0,3.0,0.0,0.0,290.0,33.0,4.0,11.0,11.0,303.0
Raja Burger,Soft Serve Cone,190.0,40.0,4.5,3.0,0.0,20.0,150.0,32.0,0.0,24.0,5.0,212.0
Raja Burger,Dutch Apple Pie,340.0,130.0,14.0,6.0,0.0,0.0,310.0,51.0,1.0,25.0,3.0,368.0
Raja Burger,HERSHEY®’S Sundae Pie,310.0,170.0,19.0,12.0,0.0,10.0,220.0,32.0,1.0,22.0,3.0,341.0
Raja Burger,Pie made with TWIX®,370.0,180.0,20.0,13.0,0.0,10.0,330.0,45.0,1.0,30.0,4.0,409.0
Raja Burger,OREO® Cookie Cheesecake,350.0,170.0,18.0,8.0,0.0,35.0,310.0,41.0,1.0,25.0,6.0,377.0
Raja Burger,Soft Serve Cone,190.0,40.0,4.5,3.0,0.0,20.0,150.0,32.0,0.0,24.0,5.0,212.0
Raja Burger,Soft Serve Cup,170.0,40.0,4.5,3.0,0.0,20.0,150.0,28.0,0.0,24.0,5.0,192.0
Raja Burger,HERSHEY®’s Chocolate Sundae,260.0,45.0,5.0,3.0,0.0,20.0,160.0,49.0,1.0,43.0,5.0,301.0
Raja Burger,Caramel Sundae,240.0,50.0,5.0,3.5,0.0,20.0,210.0,42.0,0.0,33.0,5.0,272.0
Raja Burger,Chocolate Chip Cookies (each),160.0,70.0,8.0,4.0,0.0,10.0,125.0,24.0,1.0,15.0,2.0,177.0
Raja Burger,CROISSAN’WICH® Egg & Cheese,340.0,170.0,18.0,8.0,0.0,160.0,610.0,29.0,1.0,4.0,12.0,340.0
Raja Burger,"CROISSAN’WICH® Sausage, Egg & Cheese",500.0,300.0,33.0,13.0,0.0,195.0,930.0,30.0,1.0,4.0,19.0,498.0
Raja Burger,"CROISSAN’WICH® Ham, Egg & Cheese",370.0,170.0,19.0,8.0,0.0,175.0,1030.0,30.0,1.0,5.0,17.0,366.0
Raja Burger,"CROISSAN’WICH® Bacon, Egg & Cheese",370.0,190.0,21.0,9.0,0.0,170.0,760.0,30.0,1.0,4.0,14.0,369.0
Raja Burger,Fully Loaded CROISSAN’WICH®,610.0,360.0,40.0,17.0,0.5,225.0,1680.0,31.0,1.0,5.0,28.0,604.0
Raja Burger,Double CROISSAN’WICH® with Sausage & Bacon,580.0,340.0,40.0,16.0,0.5,215.0,1260.0,31.0,1.0,5.0,23.0,578.0
Raja Burger,Double CROISSAN’WICH® with Sausage,710.0,470.0,52.0,20.0,0.5,240.0,1420.0,31.0,1.0,5.0,29.0,706.0
Raja Burger,Double CROISSAN’WICH® with Ham & Sausage,580.0,340.0,38.0,16.0,0.5,220.0,1530.0,31.0,1.0,5.0,27.0,574.0
Raja Burger,Fully Loaded Biscuit,640.0,400.0,45.0,20.0,0.0,225.0,2190.0,31.0,1.0,4.0,28.0,636.0
Raja Burger,"Ham, Egg, & Cheese Biscuit",400.0,210.0,24.0,12.0,0.0,175.0,1550.0,29.0,1.0,3.0,17.0,398.0
Raja Burger,"Sausage, Egg, & Cheese Biscuit",530.0,340.0,38.0,17.0,0.0,195.0,1440.0,29.0,1.0,3.0,19.0,531.0
Raja Burger,"Bacon, Egg & Cheese Biscuit",400.0,230.0,26.0,13.0,0.0,170.0,1270.0,29.0,1.0,3.0,13.0,403.0
Raja Burger,Sausage Biscuit,420.0,250.0,28.0,6.0,0.0,35.0,1050.0,28.0,1.0,2.0,12.0,416.0
Raja Burger,Breakfast Burrito Jr.,370.0,210.0,23.0,8.0,0.0,150.0,930.0,27.0,3.0,2.0,15.0,365.0
Raja Burger,EGG-NORMOUS BURRITOΡ,780.0,380.0,42.0,15.0,0.0,355.0,1960.0,68.0,3.0,4.0,32.0,767.0
Raja Burger,BK™ Ultimate Breakfast Platter,930.0,390.0,44.0,11.0,0.0,390.0,2230.0,110.0,4.0,40.0,24.0,957.0
Raja Burger,NY Ultimate Platter (Regional menu item),900.0,420.0,46.0,12.0,0.0,380.0,1760.0,95.0,5.0,31.0,25.0,918.0
Raja Burger,Pancake and Sausage platter,610.0,280.0,31.0,9.0,0.0,80.0,1010.0,72.0,1.0,30.0,12.0,637.0
Raja Burger,Hash Browns – small,250.0,150.0,16.0,3.5,0.0,0.0,580.0,24.0,3.0,0.0,2.0,252.0
Raja Burger,Hash Browns – medium,500.0,290.0,33.0,7.0,0.0,0.0,1140.0,48.0,7.0,0.0,4.0,503.0
Raja Burger,Hash Browns – large,670.0,390.0,44.0,9.0,0.0,0.0,1530.0,65.0,9.0,0.0,5.0,674.0
Raja Burger,French Toast Sticks (3 piece),230.0,100.0,11.0,2.0,0.0,0.0,260.0,29.0,1.0,8.0,3.0,237.0
Raja Burger,French Toast Sticks (5 piece),380.0,160.0,18.0,3.0,0.0,0.0,430.0,49.0,2.0,13.0,5.0,391.0
Raja Burger,American Cheese (slice),40.0,30.0,3.5,2.0,0.0,10.0,180.0,1.0,0.0,0.0,2.0,40.0
Raja Burger,Ketchup (Packet),10.0,0.0,0.0,0.0,0.0,0.0,125.0,3.0,0.0,2.0,0.0,12.0
Raja Burger,Mayonnaise (Packet),80.0,80.0,9.0,0.5,0.0,10.0,75.0,1.0,0.0,0.0,0.0,81.0
Raja Burger,Strawberry or Grape Jam (packet),30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,36.0
Raja Burger,Breakfast Syrup (1 oz),120.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,18.0,0.0,138.0
Raja Burger,Barbecue Dipping Sauce (1 oz),40.0,0.0,0.0,0.0,0.0,0.0,310.0,11.0,0.0,10.0,0.0,50.0
Raja Burger,Ranch Dipping Sauce (1 oz),140.0,140.0,15.0,2.5,0.0,10.0,85.0,1.0,0.0,1.0,1.0,143.0
Raja Burger,Buffalo Dipping Sauce (1 oz),80.0,70.0,8.0,1.5,0.0,5.0,360.0,2.0,0.0,1.0,0.0,83.0
Raja Burger,Zesty Onion Ring Dipping Sauce (1 oz),150.0,140.0,15.0,2.5,0.0,20.0,240.0,3.0,0.0,0.0,0.0,153.0
Raja Burger,Honey Mustard Dipping Sauce (1oz),90.0,60.0,6.0,1.0,0.0,10.0,180.0,8.0,0.0,7.0,0.0,98.0
Raja Burger,Fat FREE Milk (8 fl oz),90.0,0.0,0.0,0.0,0.0,5.0,125.0,13.0,0.0,12.0,9.0,93.0
Raja Burger,1% Low Fat Chocolate Milk (8 fl oz),160.0,25.0,2.5,1.5,0.0,15.0,150.0,26.0,0.0,25.0,8.0,179.0
Raja Burger,Smoothie: Strawberry Banana 16 fl oz,310.0,10.0,1.0,0.0,0.0,0.0,55.0,71.0,3.0,50.0,4.0,356.0
Raja Burger,Oreo® Shake,720.0,180.0,20.0,12.0,0.5,65.0,540.0,118.0,1.0,98.0,16.0,814.0
Raja Burger,Chocolate Oreo® Shake,740.0,190.0,22.0,13.0,0.5,70.0,680.0,121.0,1.0,101.0,17.0,837.0
Raja Burger,Vanilla Milk Shake,580.0,140.0,15.0,10.0,0.0,60.0,420.0,98.0,0.0,85.0,14.0,661.0
Raja Burger,HERSHEY®’S Chocolate Milk Shake,610.0,140.0,16.0,10.0,0.0,60.0,500.0,103.0,1.0,88.0,14.0,694.0
Raja Burger,Strawberry Milk Shake,640.0,140.0,15.0,10.0,0.0,60.0,440.0,113.0,0.0,99.0,14.0,735.0
Raja Burger,Coca Cola classic®‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,210.0,0.0,0.0,0.0,0.0,0.0,50.0,58.0,0.0,58.0,0.0,268.0
Raja Burger,20 fl oz,270.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,0.0,73.0,0.0,343.0
Raja Burger,29 fl oz,290.0,0.0,0.0,0.0,0.0,0.0,85.0,105.0,0.0,105.0,0.0,395.0
Raja Burger,38 fl oz,510.0,0.0,0.0,0.0,0.0,0.0,115.0,138.0,0.0,138.0,0.0,648.0
Raja Burger,Diet Coke®‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,29 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,38 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,Sprite®‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,210.0,0.0,0.0,0.0,0.0,0.0,95.0,56.0,0.0,56.0,0.0,266.0
Raja Burger,20 fl oz,260.0,0.0,0.0,0.0,0.0,0.0,120.0,70.0,0.0,70.0,0.0,330.0
Raja Burger,29 fl oz,380.0,0.0,0.0,0.0,0.0,0.0,170.0,102.0,0.0,102.0,0.0,482.0
Raja Burger,38 fl oz,500.0,0.0,0.0,0.0,0.0,0.0,230.0,133.0,0.0,133.0,0.0,633.0
Raja Burger,Dr. Pepper®‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,190.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,0.0,51.0,0.0,241.0
Raja Burger,20 fl oz,240.0,0.0,0.0,0.0,0.0,0.0,75.0,65.0,0.0,64.0,0.0,304.0
Raja Burger,29 fl oz,350.0,0.0,0.0,0.0,0.0,0.0,105.0,94.0,0.0,93.0,0.0,443.0
Raja Burger,38 fl oz,450.0,0.0,0.0,0.0,0.0,0.0,140.0,124.0,0.0,121.0,0.0,571.0
Raja Burger,Barq’s® Root Beer‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,240.0,0.0,0.0,0.0,0.0,0.0,100.0,65.0,0.0,65.0,0.0,305.0
Raja Burger,20 fl oz,300.0,0.0,0.0,0.0,0.0,0.0,120.0,81.0,0.0,81.0,0.0,381.0
Raja Burger,29 fl oz,350.0,0.0,0.0,0.0,0.0,0.0,180.0,118.0,0.0,118.0,0.0,468.0
Raja Burger,38 fl oz,450.0,0.0,0.0,0.0,0.0,0.0,230.0,155.0,0.0,155.0,0.0,605.0
Raja Burger,Cherry Coke®‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,220.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,0.0,61.0,0.0,281.0
Raja Burger,20 fl oz,280.0,0.0,0.0,0.0,0.0,0.0,70.0,76.0,0.0,76.0,0.0,356.0
Raja Burger,29 fl oz,410.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,110.0,0.0,520.0
Raja Burger,38 fl oz,450.0,0.0,0.0,0.0,0.0,0.0,130.0,145.0,0.0,145.0,0.0,595.0
Raja Burger,Fanta® Orange‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,230.0,0.0,0.0,0.0,0.0,0.0,60.0,62.0,0.0,61.0,0.0,291.0
Raja Burger,20 fl oz,280.0,0.0,0.0,0.0,0.0,0.0,70.0,78.0,0.0,77.0,0.0,357.0
Raja Burger,29 fl oz,410.0,0.0,0.0,0.0,0.0,0.0,105.0,113.0,0.0,111.0,0.0,521.0
Raja Burger,38 fl oz,530.0,0.0,0.0,0.0,0.0,0.0,135.0,148.0,0.0,146.0,0.0,676.0
Raja Burger,Hi-C® Fruit Punch‡,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,220.0,0.0,0.0,0.0,0.0,0.0,75.0,62.0,0.0,60.0,0.0,280.0
Raja Burger,20 fl oz,280.0,0.0,0.0,0.0,0.0,0.0,95.0,77.0,0.0,75.0,0.0,355.0
Raja Burger,29 fl oz,410.0,0.0,0.0,0.0,0.0,0.0,135.0,111.0,0.0,109.0,0.0,519.0
Raja Burger,38 fl oz,450.0,0.0,0.0,0.0,0.0,0.0,180.0,146.0,0.0,143.0,0.0,593.0
Raja Burger,MINUTE MAID® Light Lemonade,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,16 fl oz,10.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0
Raja Burger,20 fl oz,10.0,0.0,0.0,0.0,0.0,0.0,70.0,4.0,0.0,0.0,0.0,0.0
Raja Burger,29 fl oz,15.0,0.0,0.0,0.0,0.0,0.0,105.0,5.0,0.0,0.0,0.0,0.0
Raja Burger,38 fl oz,20.0,0.0,0.0,0.0,0.0,0.0,135.0,7.0,0.0,0.0,0.0,0.0
Raja Burger,Sweet Tea,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,20 fl oz,120.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,155.0
Raja Burger,29 fl oz,160.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,209.0
Raja Burger,40 fl oz,240.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,311.0
Raja Burger,Unsweetened Tea,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Raja Burger,20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,29 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,40 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,Capri Sun® 100% Apple Juice,80.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,20.0,0.0,100.0
Raja Burger,Minute Maid® Orange Juice,140.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,0.0,30.0,2.0,168.0
Raja Burger,Frozen Coke® – 16 oz,130.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,0.0,35.0,0.0,165.0
Raja Burger,BK® Café Coffee- 12 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,BK® Café Coffee- 16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,BK® Café Coffee- 20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,BK® Café Decaf Coffee- 12 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,BK® Café Decaf Coffee- 16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,BK® Café Decaf Coffee- 20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Burger,BK® Café Iced Vanilla Coffee- 12 fl oz,150.0,70.0,8.0,4.0,0.0,25.0,30.0,21.0,0.0,21.0,1.0,174.0
Raja Burger,BK® Café Iced Vanilla Coffee- 16 fl oz,200.0,90.0,10.0,5.0,0.0,30.0,40.0,27.0,0.0,27.0,2.0,230.0
Raja Burger,BK® Café Iced Vanilla Coffee- 20 fl oz,260.0,110.0,13.0,7.0,0.0,40.0,50.0,34.0,0.0,34.0,2.0,299.0
Raja Burger,BK® Café Iced Mocha Coffee- 12 fl oz,180.0,70.0,8.0,4.0,0.0,25.0,40.0,27.0,1.0,25.0,2.0,207.0
Raja Burger,BK® Café Iced Mocha Coffee- 16 fl oz,240.0,90.0,10.0,6.0,0.0,30.0,55.0,35.0,1.0,32.0,2.0,276.0
Raja Burger,BK® Café Iced Mocha Coffee- 20 fl oz,300.0,120.0,13.0,7.0,0.0,40.0,70.0,45.0,2.0,41.0,3.0,345.0
Raja Burger,BK® Café Mocha Frappe- 12 fl oz,300.0,80.0,8.0,5.0,0.0,30.0,200.0,50.0,1.0,41.0,7.0,339.0
Raja Burger,BK® Café Mocha Frappe- 16 fl oz,400.0,90.0,10.0,7.0,0.0,40.0,270.0,68.0,1.0,58.0,9.0,456.0
Raja Burger,BK® Café Mocha Frappe- 20 fl oz,510.0,110.0,13.0,8.0,0.0,50.0,350.0,87.0,1.0,71.0,12.0,577.0
Raja Burger,BK® Café Caramel Frappe- 12 fl oz,300.0,80.0,8.0,5.0,0.0,35.0,210.0,50.0,0.0,41.0,7.0,339.0
Raja Burger,BK® Café Caramel Frappe- 16 fl oz,400.0,90.0,10.0,7.0,0.0,40.0,280.0,68.0,0.0,56.0,9.0,454.0
Raja Burger,BK® Café Caramel Frappe- 20 fl oz,500.0,110.0,12.0,8.0,0.0,50.0,350.0,86.0,0.0,71.0,11.0,568.0
Berangin,Baconator,950.0,117.55555555555556,62.0,24.0,3.0,205.0,1630.0,40.0,2.0,8.0,59.0,923.0
Berangin,Dave’s Double,810.0,117.55555555555556,51.0,20.0,3.0,175.0,1280.0,41.0,3.0,8.0,49.0,789.0
Berangin,Dave’s Single,570.0,117.55555555555556,34.0,13.0,1.5,100.0,1110.0,40.0,3.0,9.0,30.0,562.0
Berangin,Dave’s Triple,1090.0,117.55555555555556,72.0,30.0,4.0,260.0,1650.0,43.0,3.0,9.0,71.0,1058.0
Berangin,Double Stack,390.0,117.55555555555556,21.0,9.0,1.5,90.0,740.0,26.0,1.0,6.0,25.0,380.0
Berangin,Jr. Bacon Cheeseburger,380.0,117.55555555555556,22.0,8.0,1.0,65.0,680.0,25.0,1.0,5.0,19.0,374.0
Berangin,Jr. Cheeseburger,280.0,117.55555555555556,13.0,6.0,1.0,50.0,660.0,26.0,1.0,6.0,16.0,276.0
Berangin,Jr. Cheeseburger Deluxe,340.0,117.55555555555556,19.0,7.0,1.0,55.0,660.0,27.0,2.0,7.0,16.0,338.0
Berangin,Son of Baconator,630.0,117.55555555555556,39.0,15.0,1.5,125.0,1280.0,37.0,2.0,7.0,34.0,618.0
Berangin,3 Piece Chicken Tenders,330.0,117.55555555555556,16.0,2.5,0.0,75.0,1010.0,22.0,0.0,0.0,24.0,309.0
Berangin,4 Piece Chicken Nuggets,170.0,117.55555555555556,11.0,2.0,0.0,35.0,340.0,10.0,0.0,0.0,9.0,163.0
Berangin,4 Piece Chicken Tenders,430.0,117.55555555555556,21.0,3.5,0.0,100.0,1350.0,29.0,0.0,1.0,32.0,403.0
Berangin,6 Picece Chicken Nuggets,250.0,117.55555555555556,16.0,3.5,0.0,50.0,510.0,14.0,1.0,0.0,13.0,241.0
Berangin,6 Piece Chicken Tenders,650.0,117.55555555555556,32.0,5.0,0.0,150.0,2020.0,43.0,0.0,1.0,48.0,608.0
Berangin,10 Piece Chicken Nuggets,420.0,117.55555555555556,27.0,5.0,0.0,80.0,850.0,24.0,1.0,0.0,22.0,403.0
Berangin,Crispy Chicken BLT,420.0,117.55555555555556,23.0,6.0,0.0,50.0,950.0,35.0,2.0,5.0,20.0,411.0
Berangin,Crispy Chicken Sandwich,330.0,117.55555555555556,16.0,3.0,0.0,30.0,600.0,33.0,2.0,4.0,14.0,323.0
Berangin,Grilled Asiago Ranch Club,530.0,117.55555555555556,23.0,7.0,0.0,120.0,1220.0,36.0,3.0,6.0,43.0,500.0
Berangin,Grilled Chicken Sandwich,370.0,117.55555555555556,10.0,2.0,0.0,90.0,830.0,38.0,3.0,8.0,34.0,346.0
Berangin,Grilled Chicken Wrap,270.0,117.55555555555556,10.0,3.5,0.0,55.0,640.0,24.0,2.0,3.0,20.0,257.0
Berangin,Homestyle Asiago Ranch Chicken Club,660.0,117.55555555555556,34.0,9.0,0.0,100.0,1650.0,52.0,3.0,7.0,38.0,638.0
Berangin,Homestyle Chicken Sandwich,510.0,117.55555555555556,22.0,4.0,0.0,70.0,1150.0,51.0,3.0,6.0,28.0,492.0
Berangin,S’Awesome Sauce,120.0,117.55555555555556,12.0,2.0,0.0,0.0,170.0,4.0,1.0,3.0,1.0,124.0
Berangin,Spicy Asiago Ranch Club,670.0,117.55555555555556,32.0,9.0,0.0,100.0,1530.0,55.0,4.0,6.0,38.0,647.0
Berangin,Spicy Chicken Sandwich,510.0,117.55555555555556,20.0,3.5,0.0,65.0,1030.0,54.0,4.0,6.0,29.0,491.0
Berangin,Spicy Chicken Wrap,370.0,117.55555555555556,20.0,5.0,0.0,50.0,850.0,30.0,2.0,2.0,18.0,359.0
Berangin,"Apple Pecan Chicken Salad, Full Size",560.0,117.55555555555556,24.0,7.0,0.0,115.0,1020.0,52.0,7.0,40.0,38.0,569.0
Berangin,"Apple Pecan Chicken Salad, Half Size",340.0,117.55555555555556,17.0,4.0,0.0,55.0,550.0,29.0,4.0,22.0,20.0,346.0
Berangin,"Berry Burst Chicken Salad, Full Size",460.0,117.55555555555556,17.0,4.5,0.0,105.0,1090.0,41.0,7.0,29.0,41.0,453.0
Berangin,"Berry Burst Chicken Salad, Half Size",290.0,117.55555555555556,13.0,2.5,0.0,50.0,570.0,23.0,5.0,15.0,23.0,285.0
Berangin,Caesar Side Salad,240.0,117.55555555555556,15.0,4.0,0.0,30.0,500.0,19.0,3.0,4.0,8.0,240.0
Berangin,Garden Side Salad,250.0,117.55555555555556,18.0,4.0,0.0,20.0,460.0,18.0,2.0,4.0,7.0,251.0
Berangin,"Southwest Avocado Chicken Salad, Full Size",600.0,117.55555555555556,41.0,11.0,0.0,135.0,1220.0,18.0,7.0,7.0,42.0,576.0
Berangin,"Southwest Avocado Chicken Salad, Half Size",300.0,117.55555555555556,20.0,6.0,0.0,70.0,620.0,10.0,4.0,4.0,21.0,289.0
Berangin,"Spicy Caesar Chicken Salad, Full Size",720.0,117.55555555555556,42.0,12.0,1.0,150.0,1680.0,44.0,8.0,6.0,42.0,696.0
Berangin,"Spicy Caesar Chicken Salad, Half Size",410.0,117.55555555555556,23.0,6.0,0.5,75.0,930.0,30.0,5.0,4.0,23.0,397.0
Berangin,"Taco Salad, Full Size",660.0,117.55555555555556,32.0,13.0,1.0,85.0,1820.0,63.0,10.0,18.0,32.0,659.0
Berangin,"Taco Salad, Half Size",470.0,117.55555555555556,23.0,8.0,0.5,45.0,1320.0,49.0,7.0,12.0,19.0,471.0
Berangin,Apple Bites,35.0,117.55555555555556,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,42.0
Berangin,Baconator Fries,490.0,117.55555555555556,28.0,9.0,0.0,35.0,550.0,45.0,4.0,2.0,14.0,487.0
Berangin,Bacon Cheese Baked Potato,440.0,117.55555555555556,14.0,6.0,0.0,35.0,550.0,64.0,7.0,4.0,17.0,433.0
Berangin,Cheese Baked Potato,430.0,117.55555555555556,13.0,7.0,0.0,30.0,560.0,65.0,7.0,5.0,14.0,428.0
Berangin,Chili & Cheese Baked Potato,460.0,117.55555555555556,11.0,5.0,0.0,35.0,710.0,71.0,8.0,7.0,19.0,453.0
Berangin,"Chili, Large",250.0,117.55555555555556,7.0,3.0,0.5,50.0,1170.0,23.0,5.0,9.0,23.0,239.0
Berangin,"Chili, Small",170.0,117.55555555555556,5.0,2.0,0.0,35.0,780.0,16.0,4.0,6.0,15.0,163.0
Berangin,Chili Cheese Fries,500.0,117.55555555555556,25.0,8.0,0.5,35.0,710.0,53.0,6.0,4.0,16.0,496.0
Berangin,"Natural-Cut Fries, Junior",230.0,117.55555555555556,10.0,2.0,0.0,0.0,15.0,30.0,3.0,0.0,3.0,229.0
Berangin,"Natural-Cut Fries, Large",530.0,117.55555555555556,24.0,4.5,0.0,0.0,520.0,70.0,6.0,0.0,7.0,528.0
Berangin,"Natural-Cut Fries, Medium",420.0,117.55555555555556,19.0,3.5,0.0,0.0,420.0,56.0,5.0,0.0,6.0,418.0
Berangin,"Natural-Cut Fries, Small",320.0,117.55555555555556,15.0,2.5,0.0,0.0,320.0,43.0,4.0,0.0,5.0,318.0
Berangin,Plain Baked Potato,270.0,117.55555555555556,0.0,0.0,0.0,0.0,25.0,61.0,7.0,3.0,7.0,266.0
Berangin,Sour Cream and Chive Baked Potato,310.0,117.55555555555556,2.5,2.5,0.0,10.0,35.0,63.0,7.0,4.0,8.0,309.0
Berangin,Summer Berry Burst Fruit Cup,20.0,117.55555555555556,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,23.0
Berangin,1% Chocolate Milk,150.0,117.55555555555556,2.5,1.5,0.0,10.0,170.0,26.0,0.0,23.0,7.0,168.0
Berangin,1% White Milk,90.0,117.55555555555556,2.0,1.5,0.0,10.0,105.0,10.0,0.0,10.0,7.0,95.0
Berangin,"All-Natural Lemonade, Large",380.0,117.55555555555556,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,0.0,473.0
Berangin,"All-Natural Lemonade, Medium",330.0,117.55555555555556,0.0,0.0,0.0,0.0,0.0,86.0,0.0,81.0,0.0,411.0
